protein_seq_id,n_peptides,n_modified_sites
603950,3,6
603951,1,1
603958,1,1
604015,1,4
604028,1,1
604035,1,2
604047,1,1
604048,1,0
604058,1,1
604142,1,2
604177,1,3
604180,2,3
604217,1,2
604235,1,1
604291,2,3
604376,1,1
604385,1,1
604443,1,2
604550,1,0
604552,1,2
604596,1,4
604634,1,2
604653,1,2
604692,2,0
604704,1,2
604709,1,2
604775,1,1
604778,5,13
604779,3,3
604784,5,8
604820,1,2
605235,1,1
605247,1,5
605741,1,0
605934,1,0
606070,1,1
606230,1,1
606385,1,1
606693,1,1
606703,3,4
606720,4,8
606752,3,8
606764,1,1
606778,1,2
606856,1,2
606972,1,0
607056,1,1
607270,1,0
607787,1,2
607839,1,2
607947,1,1
608048,1,2
608075,1,2
608271,1,2
608334,1,2
608352,1,1
608458,1,1
608571,1,5
608670,1,1
608794,1,0
608833,1,1
608918,1,2
608932,1,0
608985,1,2
609180,1,1
609214,1,3
609228,1,2
609356,1,2
609364,1,1
609491,1,2
609522,1,1
609681,1,2
609779,1,0
609815,1,1
609848,1,2
609905,1,1
610143,1,1
610348,1,0
610367,3,8
610385,1,3
610386,3,14
610387,3,14
610388,2,7
610389,6,10
610403,1,1
610426,1,1
610430,1,2
610434,5,8
610441,1,1
610445,1,0
610447,1,2
610448,1,1
610449,1,1
610521,1,1
610523,1,4
610568,1,1
610587,1,1
610627,5,4
610673,1,1
610678,3,6
610684,2,2
610737,1,1
610738,1,2
610763,1,4
610791,1,2
610796,1,1
610910,1,1
611088,1,1
611199,1,2
611442,1,1
611639,1,1
611836,1,2
611858,1,1
611888,1,1
612019,1,1
612029,1,1
612032,1,2
612035,1,8
612037,1,4
612040,1,1
612049,1,5
612050,1,3
612062,2,4
612071,1,1
612083,1,3
612085,3,3
612087,1,1
612088,5,17
612089,1,2
612091,3,9
612131,1,0
612181,1,2
612199,1,2
612270,1,1
612311,1,2
612330,2,9
612331,2,2
612332,3,12
612355,1,2
612371,1,1
612401,1,2
612439,2,3
612447,1,1
612473,1,1
612534,1,3
612549,1,6
612585,1,1
612600,1,0
612629,1,5
612631,3,11
612647,1,0
612657,1,3
612671,1,4
612692,1,9
612706,1,3
612708,1,5
612790,4,41
612791,8,37
612815,1,2
612846,3,12
612848,1,6
612849,1,3
612913,1,1
612933,3,11
612979,2,7
612996,1,1
613035,1,3
613094,1,1
613128,1,3
613186,3,7
613191,6,17
613192,1,4
613195,2,8
613246,1,2
613252,1,1
613254,1,3
613259,1,2
613270,5,9
613273,1,7
613286,1,1
613320,1,2
613321,1,2
613337,1,2
613390,1,1
613475,1,1
613488,1,2
613489,2,3
613496,1,1
613507,1,2
613508,2,5
613538,2,6
613552,3,4
613555,1,7
613606,1,3
613616,1,3
613622,1,5
613623,2,4
613652,1,1
613713,2,2
613722,1,1
613753,1,1
613762,2,7
613804,1,7
613858,1,7
613860,1,7
613867,1,1
613934,5,11
613962,1,1
613965,1,2
613988,1,1
614011,1,1
614022,1,4
614027,1,2
614073,1,0
614080,1,2
614094,1,1
614103,1,1
614110,1,1
614145,1,2
614227,1,0
614257,1,2
614258,1,2
614320,1,3
614322,3,6
614325,1,3
614350,1,1
614365,1,3
614376,2,4
614380,1,1
614384,5,19
614385,2,5
614388,4,3
614394,1,2
614405,1,0
614474,1,3
614476,1,1
614483,1,1
614485,2,6
614492,3,8
614493,2,8
614518,3,3
614521,1,4
614524,1,1
614556,1,5
614557,2,4
614561,1,2
614564,1,3
614579,1,2
614586,2,4
614593,1,4
614597,2,0
614616,1,4
614649,1,1
614652,1,2
614658,1,1
614668,1,1
614708,6,8
614721,1,1
614733,1,2
614764,1,1
614767,1,4
614809,1,4
614843,1,3
614899,1,1
614903,1,7
614938,1,4
615032,1,0
615178,1,1
615181,1,1
615252,1,1
615268,1,1
615330,1,0
615399,1,1
615426,1,1
615533,1,1
615552,1,1
615608,1,1
615693,1,1
615737,1,3
615799,1,1
615858,1,1
616234,1,1
616281,1,1
616566,1,1
616627,1,2
616638,1,1
616650,1,1
616656,1,0
616698,1,3
616714,3,6
616733,2,1
616757,1,2
616770,2,0
616778,1,0
616780,1,0
616834,2,5
616836,2,6
616837,4,6
616839,1,1
616841,5,17
616847,1,1
616870,1,1
616873,1,1
617105,1,0
617337,1,4
617492,1,0
617505,1,1
617667,1,2
617683,1,2
617796,1,1
617802,1,1
617804,1,1
617918,2,0
617977,1,1
618196,1,3
618513,1,1
618534,1,0
618798,1,3
619004,1,0
619030,1,0
619073,1,2
619286,2,2
619412,1,1
619439,1,0
619508,1,1
619521,1,2
619528,1,1
619652,1,9
619671,5,15
619675,1,3
619676,1,3
619701,2,4
619702,1,2
619724,1,3
619731,3,16
619734,2,9
619737,1,1
619764,1,3
619781,2,2
619785,1,5
619836,1,4
619874,1,1
619879,1,1
619884,2,2
619890,1,5
619893,2,2
619902,1,3
619904,3,20
619908,1,1
619928,1,3
619946,1,1
620008,1,1
620037,1,1
620044,1,3
620049,1,3
620054,1,6
620108,1,1
620174,1,1
620178,1,0
620264,1,0
620286,1,1
620287,2,4
620306,1,1
620308,1,1
620372,1,2
620407,2,3
620408,4,5
620414,1,1
620452,1,1
620455,1,0
620459,1,2
620470,1,2
620481,1,1
620487,1,3
620488,1,3
620491,1,3
620494,1,1
620562,2,6
620574,3,6
620577,1,6
620581,1,1
620590,1,1
620634,1,1
620658,1,1
620659,1,4
620792,1,3
620794,1,0
620829,1,1
621048,1,1
621234,1,2
621434,1,1
621492,1,1
621510,1,1
621635,1,2
621691,3,6
621700,3,9
621704,1,3
621707,2,6
621715,1,1
621727,1,3
621729,1,2
621749,3,10
621768,1,5
621774,3,3
621787,1,1
621829,1,8
621838,1,2
621840,1,2
621857,1,1
621861,4,8
621888,2,6
621893,1,2
621894,5,16
621896,2,6
621922,2,4
621935,1,3
621964,1,1
621966,1,2
621990,2,8
622025,1,1
622035,1,2
622044,1,1
622045,2,6
622047,2,5
622048,1,4
622070,1,1
622091,2,2
622232,1,1
622240,1,2
622338,1,2
622389,1,7
622407,2,8
622408,4,22
622420,1,3
622429,1,1
622430,2,4
622431,2,10
622456,2,1
622472,1,1
622476,1,2
622520,2,5
622649,2,4
622660,1,2
622695,2,6
622729,5,13
622736,1,1
622737,1,2
622744,3,4
622850,1,1
622869,1,3
622872,1,2
622873,2,1
622876,1,2
622877,4,30
622922,1,1
622988,1,3
623004,1,1
623008,1,2
623019,2,4
623029,2,4
623032,4,11
623043,1,3
623047,6,38
623048,1,6
623049,1,3
623056,1,5
623083,1,1
623085,3,9
623107,1,2
623108,1,2
623121,1,7
623125,1,3
623145,1,1
623157,1,0
623162,1,6
623182,1,1
623192,2,1
623199,1,3
623203,1,3
623229,1,3
623242,1,1
623268,1,1
623288,1,0
623294,1,1
623323,1,0
623330,2,8
623336,2,5
623338,1,2
623355,1,1
623356,1,1
623361,1,1
623362,2,5
623363,1,3
623379,1,0
623477,1,2
623507,1,3
623568,1,8
623571,3,10
623572,1,1
623589,2,3
623591,1,5
623593,4,9
623594,1,3
623596,5,18
623624,1,1
623629,1,2
623660,2,5
623680,1,5
623686,1,3
623692,2,5
623694,2,2
623697,1,5
623701,1,5
623728,1,1
623739,2,4
623748,1,2
623774,1,1
623776,2,3
623811,1,7
623815,2,4
623859,1,1
623869,1,1
623898,1,2
623960,1,1
623961,1,1
624033,1,2
624044,1,2
624058,1,1
624069,1,3
624070,1,1
624081,1,1
624094,1,3
624111,1,2
624176,1,0
624180,3,6
624206,1,2
624239,1,2
624241,1,2
624244,1,2
624249,1,2
624262,1,3
624283,1,1
624297,3,8
624298,1,2
624299,5,16
624300,3,4
624312,1,2
624330,1,3
624331,1,1
624337,3,5
624344,1,2
624345,1,1
624358,1,2
624360,2,4
624362,1,10
624363,4,12
624368,2,2
624369,2,8
624378,1,3
624380,1,1
624406,1,1
624409,1,1
624437,1,5
624439,1,1
624445,1,1
624446,5,7
624459,1,1
624482,4,2
624485,1,1
624507,1,1
624511,1,4
624514,1,1
624522,1,1
624529,2,8
624544,1,1
624545,1,3
624601,1,3
624641,3,8
624645,4,12
624646,2,5
624647,1,1
624648,1,1
624699,1,10
624731,6,20
624805,1,1
624820,2,1
624823,1,4
624842,1,1
624848,1,2
624913,1,1
624915,1,2
624917,1,0
624921,2,19
624925,2,7
624965,1,1
624966,1,1
624976,2,4
625007,1,2
625272,1,1
625279,1,2
625350,1,0
625453,1,2
625503,1,1
625603,1,1
625654,1,1
625738,1,2
625749,1,2
625750,1,2
625937,1,3
625947,1,1
625997,6,14
625998,2,5
626000,4,10
626015,2,7
626047,1,2
626280,1,3
626289,1,1
626290,1,1
626424,1,1
626458,1,1
626500,1,1
626583,1,4
626843,1,1
626889,1,0
626945,1,1
626949,1,1
627176,1,0
627498,1,2
627566,1,1
627588,1,2
627766,1,3
627781,1,2
627890,1,1
627903,1,1
627923,1,1
628039,2,6
628052,1,0
628076,1,1
628092,1,2
628095,1,2
628096,1,2
628100,1,2
628102,2,17
628128,1,1
628291,1,1
628455,1,0
628497,1,1
628586,1,2
628617,1,1
628811,1,3
628822,1,1
629015,1,0
629040,1,1
629156,1,3
629369,1,3
629422,1,1
629497,1,5
629588,1,2
629603,1,1
630194,2,0
630621,1,1
630646,1,2
630704,1,3
630738,1,1
630759,1,0
630843,1,2
631145,1,0
631260,1,1
631952,1,1
632007,1,1
632010,1,0
632056,1,1
632269,2,2
632602,1,2
632649,1,2
632884,1,1
633044,1,0
633287,1,1
633352,1,2
633394,1,1
633544,1,3
633896,1,4
633977,1,1
634236,1,1
634238,1,1
634241,1,1
634425,1,2
634426,3,6
634427,1,3
634478,1,3
634479,1,1
634574,1,1
634590,2,12
634600,1,0
634639,1,2
634649,2,10
634652,1,1
634653,5,11
634655,1,1
634797,1,1
634873,1,3
634883,1,1
634893,1,1
634925,3,4
634926,1,2
634930,1,10
634932,1,1
634968,1,3
634978,1,8
634982,3,2
634997,1,4
635006,3,8
635010,1,0
635018,9,31
635021,1,4
635115,1,4
635191,1,3
635212,1,0
635252,1,0
635291,1,0
635294,1,3
635298,1,3
635342,1,0
635343,1,2
635354,1,2
635357,1,1
635362,1,0
635365,1,1
635375,1,0
635387,1,2
635403,1,2
635483,3,13
635500,1,1
635503,2,6
635531,1,2
635552,1,2
635553,4,12
635566,1,3
635568,2,2
635572,2,6
635575,2,5
635603,4,17
635717,1,1
635723,1,1
635760,1,1
635797,1,4
635838,1,0
635839,1,0
635894,1,3
635916,1,2
635922,1,2
635970,1,2
636014,2,5
636016,1,0
636022,1,3
636064,1,3
636091,1,1
636103,3,4
636129,1,1
636132,1,2
636333,1,0
636335,4,14
636370,1,3
636378,1,3
636379,3,7
636385,1,1
636389,2,3
636424,4,7
636432,1,1
636458,1,3
636473,1,7
636487,3,5
636497,1,4
636509,1,3
636533,1,1
636539,2,4
636552,2,7
636553,5,6
636559,2,7
636570,2,4
636584,2,4
636587,1,2
636727,1,3
636729,1,3
636739,1,2
636744,1,2
636748,1,1
636750,1,1
636774,1,1
636775,4,9
636776,1,1
636781,2,3
636829,1,1
636847,1,0
636862,1,1
636940,1,2
636947,2,5
636957,1,2
636983,7,24
636992,1,1
637000,1,1
637007,4,13
637010,2,4
637023,1,0
637050,2,1
637076,1,1
637159,1,3
637160,5,12
637162,3,0
637163,3,0
637187,1,2
637234,1,2
637308,1,2
637330,1,1
637336,1,4
637337,1,1
637355,1,3
637357,1,3
637436,3,7
637437,3,9
637452,1,2
637475,1,1
637493,1,1
637494,1,1
637525,1,4
637571,1,3
637678,1,2
637679,1,3
637681,1,6
637735,1,2
637738,1,1
637749,1,2
637751,2,6
637759,1,2
637792,1,1
637841,1,1
637906,1,0
637954,2,7
637972,1,2
637974,1,2
637987,2,3
638032,1,0
638065,1,1
638076,1,1
638088,1,2
638090,1,2
638095,1,2
638110,1,1
638146,2,1
638172,1,1
638190,2,10
638211,1,3
638232,1,1
638272,1,2
638311,1,5
638312,1,6
638330,1,3
638475,2,2
638490,1,3
638500,1,10
638520,1,1
638538,8,29
638539,1,2
638540,1,1
638549,1,1
638649,1,2
638654,3,6
638656,1,1
638679,1,1
638696,1,1
638774,1,1
638800,1,8
638815,5,22
638816,3,5
638817,1,1
638819,1,3
638823,1,2
638891,2,2
638893,1,3
638905,3,13
638913,3,5
638914,4,13
638919,1,8
638928,1,1
638962,7,22
638965,1,1
638969,1,1
638987,1,1
639022,4,7
639036,3,4
639039,1,3
639070,1,6
639077,1,6
639088,1,1
639104,1,4
639106,1,1
639111,1,3
639181,6,14
639222,1,1
639274,2,3
639277,1,1
639320,1,4
639325,3,9
639387,1,4
639388,1,2
639447,2,6
639452,1,6
639470,1,1
639506,1,1
639534,1,1
639552,1,2
639556,1,2
639559,2,3
639621,1,1
639622,1,2
639667,2,3
639671,2,3
639696,1,1
639698,1,1
639708,1,2
639720,1,2
639798,2,2
639834,1,0
639845,1,2
639873,2,6
639876,4,6
639955,1,1
640010,1,3
640043,1,1
640076,1,2
640288,1,1
640395,1,1
640439,1,1
640504,1,0
640535,1,3
640559,1,2
640763,1,1
640852,1,2
641389,3,13
641442,1,1
641466,3,6
641473,1,1
641478,1,2
641479,2,1
641554,1,2
641570,1,5
641571,1,10
641711,1,0
641797,1,1
641841,1,1
642002,1,0
642040,1,2
642082,1,1
642192,1,1
642219,1,2
642276,1,0
642374,1,1
642432,1,2
642545,1,1
642703,1,0
642818,1,1
643216,1,1
643268,1,1
643291,1,2
643324,1,2
643420,1,1
643710,1,5
643749,2,7
643750,2,6
643767,1,3
643773,1,1
643841,1,3
644006,1,1
644266,1,1
644455,1,1
644674,1,1
644767,1,3
644872,1,1
645205,1,1
645308,1,2
645711,1,1
645918,1,2
646042,1,1
646054,1,1
646119,1,1
646148,1,3
646492,1,1
646536,1,1
646592,1,0
646604,1,0
646606,1,0
646660,1,1
646680,1,2
646767,1,1
646791,1,2
646835,1,2
646874,1,2
646891,1,2
647107,2,3
647248,1,0
647287,2,5
647386,1,1
647434,1,2
647457,1,1
647512,4,25
647835,1,1
648016,1,1
648238,1,4
648531,1,2
648693,1,2
648705,1,0
648845,1,1
648888,1,2
649097,1,4
649138,1,2
649518,1,1
649604,1,1
649797,1,0
649849,1,1
649987,1,3
650026,3,0
650032,3,0
650035,3,2
650101,2,6
650166,1,3
650254,1,1
650256,1,1
650319,1,1
650526,1,1
650615,1,1
650691,1,3
650708,1,5
650734,1,1
650751,1,0
650823,1,0
650866,1,3
650885,1,2
651137,1,5
651167,1,2
651172,2,5
651183,1,2
651197,1,2
651230,1,0
651237,1,0
651255,5,8
651261,3,8
651303,4,9
652252,1,1
652281,1,3
652393,1,1
652466,1,4
652513,1,2
652514,1,1
652526,1,1
652579,1,2
652587,1,3
652634,1,1
652663,1,1
652690,1,2
652696,1,0
652702,1,1
652704,1,1
652732,1,1
652803,1,1
652834,2,5
652841,2,5
652893,1,3
652946,1,1
653283,1,4
653288,1,6
653314,2,8
653356,1,1
653396,1,2
653477,1,1
653506,1,3
653560,1,2
653612,1,2
653613,1,2
653615,1,1
653626,2,3
653627,1,5
653654,3,17
653663,2,11
653678,3,6
653992,1,0
654322,1,1
654329,1,1
654526,1,2
654576,1,2
654650,1,1
654745,1,1
654777,1,2
655046,1,5
655050,1,3
655085,1,2
655141,2,0
655623,1,1
655716,1,2
655741,1,1
655808,1,1
655829,1,1
655858,1,2
655924,1,0
655971,2,4
655973,1,2
656013,1,2
656032,1,2
656044,1,1
656078,3,17
656145,1,1
656164,1,1
656170,2,2
656323,1,1
656334,1,1
656349,1,1
656350,1,1
656354,1,1
656355,1,1
656367,1,0
656413,1,0
656443,2,1
656446,1,0
656462,2,9
656463,2,2
656465,2,5
656479,1,2
656535,2,3
656575,2,2
656591,1,2
656593,1,18
656632,1,2
656837,1,1
656996,1,2
657015,1,2
657196,1,2
657204,2,7
657285,1,1
657292,1,1
657348,1,5
657367,1,2
657381,2,4
657397,1,1
657401,2,5
657499,1,1
657503,1,1
657517,1,1
657545,2,6
657546,1,3
657550,1,1
657551,1,1
657555,1,1
657559,2,4
657560,1,3
657673,1,1
657697,1,2
657913,1,1
658000,1,5
658037,1,7
658109,1,0
658133,1,6
658134,1,1
658142,2,8
658154,10,12
658203,2,0
658206,2,13
658209,1,1
658221,1,2
658235,1,1
658259,1,1
658296,1,0
658311,1,1
658355,3,6
658361,3,5
658363,1,1
658366,1,3
658408,1,1
658487,1,0
658506,1,2
658574,1,1
658661,1,1
658666,1,1
658938,1,1
659077,1,2
659120,1,3
659194,1,0
659404,1,1
659417,1,2
659419,4,7
659420,1,3
659423,1,1
659448,1,1
659449,1,1
659593,2,2
659631,1,1
659652,3,3
659655,1,5
659670,1,2
659747,1,5
659749,4,4
659979,1,2
659980,1,1
660000,1,2
660035,1,2
660041,1,1
660202,1,4
660224,1,1
660362,1,1
660481,1,2
660547,1,2
660584,2,4
660628,1,2
660630,1,1
660637,1,0
660775,1,1
660992,1,1
661148,1,3
661198,1,1
661201,1,1
661443,1,1
661491,1,2
661651,1,1
661668,4,12
661681,1,0
661696,1,1
661714,1,0
661767,1,1
661842,1,1
661917,1,0
661957,1,1
661987,1,2
661993,1,2
662012,5,7
662013,1,1
662019,1,1
662021,1,1
662023,7,12
662048,1,1
662063,1,0
662080,1,5
662095,1,1
662403,5,25
662438,1,2
662478,1,3
662482,2,7
662483,2,10
662485,1,1
662522,1,4
662559,1,2
662560,1,1
662574,1,2
662578,1,2
662588,1,2
662645,4,5
662748,1,0
662807,1,1
662855,1,4
662861,1,1
662862,1,3
662873,1,0
662901,1,1
662911,1,3
662935,1,1
662951,4,7
662959,2,3
662960,1,1
662982,2,4
663015,1,0
663017,1,2
663023,4,9
663025,1,2
663028,1,2
663103,2,4
663165,1,2
663167,1,1
663336,1,1
663345,2,4
663351,2,4
663415,1,2
663420,1,2
663642,1,2
664001,1,1
664102,1,4
664204,1,2
664412,1,3
664415,1,4
664544,1,1
664631,1,1
664639,1,0
664731,1,2
664748,1,1
664816,1,0
664955,1,1
665018,1,1
665029,1,1
665291,1,2
665303,1,4
665305,10,38
665314,3,18
665315,2,4
665319,1,2
665368,1,1
665407,3,15
665410,2,7
665413,3,2
665452,1,4
665465,1,1
665466,2,1
665475,1,2
665481,1,1
665490,1,4
665493,1,6
665505,1,3
665506,1,1
665514,1,2
665710,1,1
665716,1,2
665772,1,1
665822,1,1
665862,1,9
665913,2,5
666015,1,2
666016,3,9
666019,1,2
666519,1,2
666521,1,2
666525,1,2
666565,1,0
666604,1,1
666625,1,1
666626,1,2
666738,1,1
666927,1,1
666949,1,2
666963,2,3
666964,2,4
667001,3,9
667034,1,5
667040,1,1
667051,1,1
667055,1,4
667059,3,7
667074,4,8
667079,2,3
667082,1,3
667090,2,6
667093,1,2
667133,1,2
667148,1,1
667180,1,3
667241,1,1
667251,1,7
667258,1,3
667297,2,2
667299,3,13
667318,2,5
667319,3,23
667401,2,24
667402,2,8
667404,8,24
667408,2,2
667431,1,1
667437,1,1
667464,1,1
667519,1,3
667561,1,3
667566,2,4
667578,2,10
667585,1,2
667586,1,0
667591,1,4
667611,1,6
667626,1,4
667627,1,2
667677,1,2
667681,2,23
667686,1,2
667692,4,11
667703,1,5
667706,2,3
667709,1,3
667710,1,4
667732,1,5
667755,1,4
667770,1,1
667785,1,0
667786,1,1
667800,1,1
667866,1,0
667868,4,12
667904,1,2
667939,1,3
667983,1,2
667994,1,0
668039,3,9
668092,1,1
668135,1,0
668140,1,0
668145,1,1
668159,1,1
668161,4,4
668193,1,8
668194,1,1
668199,1,4
668209,1,1
668238,1,1
668256,1,3
668263,2,12
668267,1,0
668375,1,1
668380,1,2
668401,1,1
668415,2,4
668526,1,3
668583,1,1
668603,3,5
668632,4,7
668633,2,3
668634,5,9
668636,7,19
668644,3,5
668655,2,3
668663,1,1
668684,1,2
668705,1,3
668716,1,0
668730,1,1
668734,1,5
668763,1,2
668822,3,19
668823,1,1
668835,1,2
668854,3,0
668856,1,1
668860,1,1
668878,1,4
668880,3,12
668908,1,1
668930,1,1
668970,3,7
668974,3,9
668981,1,2
669015,1,1
669028,5,15
669031,2,5
669033,1,3
669075,2,8
669112,1,2
669193,2,4
669194,2,4
669200,2,4
669201,3,6
669203,3,6
669209,2,4
669228,3,11
669252,2,4
669289,1,4
669292,2,0
669323,1,1
669394,1,0
669400,1,2
669408,3,4
669414,3,3
669417,1,2
669446,4,7
669448,3,3
669450,1,2
669451,1,2
669463,5,11
669464,1,3
669466,4,7
669489,1,2
669556,1,2
669580,1,2
669599,1,2
669623,1,1
669642,3,7
669647,5,11
669695,2,2
669716,1,4
669731,1,1
669753,1,1
669764,1,2
669777,1,2
669778,1,2
669779,1,2
669799,1,2
669823,4,9
669849,1,1
669853,1,2
669854,8,34
669859,1,3
669889,1,0
669891,1,4
669932,1,0
669951,1,1
669952,1,4
669974,1,4
670144,1,2
670148,3,13
670158,5,7
670166,1,4
670168,1,1
670184,1,3
670186,1,3
670213,1,1
670260,3,8
670262,1,3
670263,2,3
670266,2,5
670299,2,4
670414,1,1
670424,2,4
670429,1,1
670441,2,3
670445,1,2
670462,3,8
670478,1,1
670480,2,5
670512,2,5
670595,1,4
670597,1,2
670604,1,3
670727,1,3
670772,1,1
670780,1,1
670810,2,1
670821,8,17
670822,4,5
670911,1,2
670919,2,2
670934,1,3
670956,2,6
670959,4,11
670960,2,8
670961,1,6
670962,2,5
670972,2,9
670980,1,1
670984,5,16
670987,1,1
671028,3,7
671029,1,3
671045,1,2
671053,2,3
671058,1,5
671060,2,4
671083,1,1
671087,1,1
671088,3,6
671104,3,7
671105,1,4
671114,1,2
671130,4,16
671164,1,1
671166,2,4
671192,1,1
671217,1,1
671255,8,34
671258,2,10
671259,7,30
671265,1,3
671276,5,6
671308,2,2
671391,6,12
671399,1,3
671420,2,5
671421,2,5
671424,1,1
671437,2,2
671445,2,3
671446,1,0
671454,1,8
671456,3,16
671461,5,7
671464,7,41
671474,1,0
671480,1,2
671495,4,8
671499,2,4
671546,1,5
671547,1,8
671590,1,2
671608,1,0
671623,5,10
671652,1,1
671672,1,2
671677,1,6
671679,1,1
671688,1,1
671691,1,0
671800,1,2
671815,4,16
671841,4,10
671866,1,2
671879,1,1
671911,1,1
671933,1,1
671988,3,5
672077,1,2
672079,1,3
672136,1,1
672138,1,1
672165,1,1
672168,3,11
672176,1,1
672177,1,0
672179,2,2
672180,2,11
672223,2,0
672225,1,1
672235,1,4
672237,2,2
672265,3,8
672268,1,1
672271,5,8
672308,1,1
672402,1,3
672407,1,3
672453,1,9
672469,3,13
672474,5,9
672475,11,29
672514,1,1
672538,1,1
672549,1,2
672573,7,15
672578,1,2
672600,2,2
672618,20,44
672676,2,4
672697,1,3
672717,1,1
672753,1,1
672826,1,6
672830,1,1
672857,1,1
672861,2,10
672870,8,57
672871,4,16
672872,1,2
672917,1,2
672930,1,3
672932,1,1
672936,1,1
672965,1,2
673032,1,3
673060,1,1
673087,1,0
673226,2,5
673235,1,1
673398,1,0
673425,2,3
673432,1,2
673523,1,1
673525,1,1
673541,2,6
673543,1,1
673585,1,1
673608,1,5
673720,1,1
674015,1,4
674053,1,3
674089,1,1
674208,1,1
674332,2,3
674334,1,2
674340,1,2
674382,1,1
674432,1,2
674463,1,3
674473,1,1
674495,1,3
674530,1,2
674858,1,1
674861,1,1
675097,1,1
675145,1,1
675381,1,2
675411,1,1
675454,1,2
675474,1,2
675659,1,0
675721,1,2
675853,1,1
675962,1,1
676036,1,2
676095,1,1
676424,1,2
676566,1,1
676634,1,2
676641,1,2
676805,1,3
677245,1,2
677250,1,1
677308,2,4
677404,3,8
677447,1,0
677456,2,3
677610,1,0
677680,1,0
677700,1,1
677723,1,2
677898,1,2
678191,1,1
678203,1,1
678266,1,2
678391,1,2
678442,1,2
678584,1,1
678680,1,1
678765,1,2
678768,1,1
679195,1,1
679227,1,2
679306,1,2
679425,1,3
679609,1,1
679748,1,1
679790,1,0
679875,1,1
680068,1,2
680479,1,2
680627,1,1
680773,1,1
680831,1,1
680908,1,1
680969,1,2
681171,1,1
681263,1,0
681356,1,2
681427,1,3
681520,1,3
681616,1,0
681726,1,0
681811,1,4
681870,1,0
681944,1,0
681945,1,0
682011,1,1
682089,1,2
682253,1,2
682332,1,2
682370,1,1
682417,1,1
682550,1,2
682609,1,2
682687,1,1
682916,1,1
682975,1,1
682988,1,1
682997,1,1
683091,1,0
683101,1,1
683136,1,1
683173,1,1
683200,1,2
683234,1,1
683241,1,0
683415,1,3
683486,1,2
683937,1,1
683941,1,0
683990,1,0
684007,1,0
684026,2,0
684028,1,1
684082,1,2
684147,1,1
684224,1,2
684276,1,1
684311,1,4
684312,1,2
684315,1,2
684752,1,2
684754,1,2
685073,1,0
685284,1,1
685372,1,1
685923,1,1
685928,1,3
685987,1,2
686124,1,1
686192,1,2
686218,1,1
686442,1,3
686533,1,3
686545,1,1
686567,1,2
686572,1,1
686623,1,2
686636,2,4
686700,1,4
686917,1,1
686942,1,1
687046,1,1
687050,1,1
687096,1,2
687163,1,1
687189,1,2
687190,2,6
687192,2,6
687193,3,6
687247,1,1
687299,1,0
687302,2,2
687328,1,1
687373,1,1
687406,2,7
687468,3,4
687491,2,3
687500,2,3
687502,2,3
687565,1,6
687566,1,1
687603,1,1
687632,1,0
687643,1,1
687657,1,2
687698,1,3
687702,1,2
687756,1,2
688000,1,1
688021,1,1
688416,3,0
688481,2,4
688482,1,1
688516,1,4
688521,1,3
688637,1,1
688659,1,3
688711,1,1
688796,1,0
688800,1,2
688806,2,7
688837,1,1
688870,1,1
688876,2,9
688913,2,6
688933,1,1
688953,1,0
689040,1,8
689041,1,0
689097,1,1
689100,1,1
689114,3,12
689145,2,4
689212,1,2
689219,1,1
689293,1,1
689317,1,0
689352,1,1
689382,7,15
689402,1,1
689424,1,1
689426,1,1
689431,1,1
689433,1,1
689434,1,1
689463,1,4
689466,1,1
689480,1,3
689544,1,1
689550,1,2
689566,1,1
689582,1,2
689605,5,12
689640,1,0
689698,1,2
689722,4,7
689748,1,0
689749,1,2
689752,1,1
689770,1,9
689793,2,4
689827,1,3
689829,1,4
689845,2,6
689849,2,3
689879,1,1
690009,1,2
690011,3,13
690032,1,1
690090,1,1
690094,3,7
690160,1,1
690242,1,1
690272,1,1
690298,1,1
690498,2,0
690560,1,1
690566,1,1
690604,1,3
690790,1,1
690833,1,0
690924,1,2
691014,1,1
691089,1,2
691254,1,0
691335,1,1
691345,1,2
691431,2,3
691434,1,1
691459,1,2
691492,1,1
691522,1,1
691560,1,1
691587,1,1
691589,2,5
691608,2,5
691616,1,2
691619,2,3
691620,2,4
691621,1,1
691622,5,24
691705,1,1
691710,1,0
691721,1,1
691722,2,3
691723,2,11
691724,1,5
691726,1,3
691797,1,3
691955,1,1
691987,1,0
692045,1,3
692118,1,2
692184,1,1
692265,1,1
692366,1,2
692428,1,0
692464,1,1
692700,1,4
692844,1,3
692845,1,3
692911,1,1
692969,1,3
693005,1,0
693037,1,1
693134,1,1
693270,1,1
693308,1,6
693341,1,4
693468,2,2
693492,1,1
693530,1,3
693735,1,0
693826,1,0
693989,1,2
694103,1,3
694167,1,1
694189,1,2
694218,1,2
694239,1,1
694260,1,1
694513,1,3
694644,1,2
694800,1,3
694801,1,3
694849,1,3
694941,1,1
695020,1,0
695217,1,1
695276,1,1
695311,1,1
695459,1,0
695468,1,1
695598,1,0
695602,2,1
695603,1,1
695745,1,2
696069,1,2
696121,1,1
696122,2,0
696136,1,2
696138,1,2
696143,1,1
696201,1,1
696275,1,2
696396,1,2
696449,1,0
696507,1,3
696531,1,1
696701,1,1
696884,1,1
696976,1,1
697154,1,2
697242,1,0
697375,1,0
697449,1,1
697987,1,0
697997,1,1
698015,1,1
698084,1,0
698106,1,2
698144,1,1
698195,1,1
